sent_id,DOsentence,PDsentence,realized_construction,Particle,Remarks,Coordination_of_Theme,Coordination_of_Recipient,
342,It never gave him an interest in it other than using it more as or less like a word processing machine.,It never gave an interest in it other than using it more as or less like a word processing machine to him.,DO,-,,-,-,
343,Mary gave you a little seedling to plant.,Mary gave a little seedling to plant to you.,DO,-,,-,-,
344,Linda gave it a chance.,Linda gave a chance to it.,DO,-,,-,-,
345,Linda taught you the whole thing.,Linda taught the whole thing to you.,DO,-,,-,-,
346,Alice gave them due process.,Alice gave due process to them.,DO,-,,-,-,
347,Linda gave you shelter and everything.,Linda gave shelter and everything to you.,DO,-,,-,-,
348,Linda gave me a break.,Linda gave a break to me.,DO,-,,-,-,
349,Maria taught these kids the basics.,Maria taught the basics to these kids.,DO,-,,-,-,
350,Mary gave it a little push.,Mary gave a little push to it.,DO,-,,-,-,
351,Michael told you some of the horror stories that the male populace have done to the women.,Michael told some of the horror stories that the male populace have done to the women to you.,DO,-,,-,-,
352,Mary brought you it.,Mary brought it to you.,PD,-,,-,-,
353,Linda mailed you that.,Linda mailed that to you.,PD,-,,-,-,
354,John owed the family a responsibility.,John owed a responsibility to the family.,DO,-,,-,-,
355,Bob gave me it.,Bob gave it to me.,PD,-,,-,-,
356,John handed you something.,John handed something to you.,PD,-,,-,-,
357,Maria showed them a credit card.,Maria showed a credit card to them.,DO,-,,-,-,
358,Juan gave someone a credit card like a normal credit card like a visa or something.,Juan gave a credit card like a normal credit card like a visa or something to someone.,DO,-,,-,-,
359,John gave you an itemized bill.,John gave an itemized bill to you.,DO,-,,-,-,
360,Linda sent you things.,Linda sent things to you.,DO,-,,-,-,
361,We gave him something to amuse him while there.,We gave something to amuse him while there to him.,DO,-,,-,-,
362,Alice gave them a bath.,Alice gave a bath to them.,DO,-,,-,-,
363,Maria gave me a clock kit.,Maria gave a clock kit to me.,DO,-,,-,-,
364,Bob gave me that.,Bob gave that to me.,DO,-,,-,-,
365,Bob gave me a shopping list of things I needed to get done.,Bob gave a shopping list of things I needed to get done to me.,DO,-,,-,-,
366,Juan gave it a try.,Juan gave a try to it.,DO,-,,-,-,
367,Bob never gave me any problems.,Bob never gave any problems to me.,DO,-,,-,-,
368,I would bet you anything.,I would bet anything to you.,DO,-,,-,-,
369,It cost you eighty-five dollars.,It cost eighty-five dollars to you.,DO,-,,-,-,
370,Michael took a mechanic it.,Michael took it to a mechanic.,PD,-,,-,-,
371,Juan gave me such little trouble.,Juan gave such little trouble to me.,DO,-,,-,-,
372,Maria charged me thirty dollars.,Maria charged thirty dollars to me.,DO,-,,-,-,
373,John charged me thirty dollars.,John charged thirty dollars to me.,DO,-,,-,-,
374,Alice gave me this cock and bull story that because there was a turbo charger on the car they had to prime the turbine with the oil.,Alice gave this cock and bull story that because there was a turbo charger on the car they had to prime the turbine with the oil to me.,DO,-,,-,-,
375,Mary mailed American Express a check.,Mary mailed a check to American Express.,PD,-,,-,-,
376,Mary sent them several hundred dollars.,Mary sent several hundred dollars to them.,DO,-,,-,-,
377,It cost them ten thousand dollars.,It cost ten thousand dollars to them.,DO,-,,-,-,
378,Bob gave them all this equipment.,Bob gave all this equipment to them.,DO,-,,-,-,
379,Linda gave people tanks and equipment.,Linda gave tanks and equipment to people.,DO,-,,+,-,
380,Linda gave you some strokes there that you may not get otherwise.,Linda gave some strokes there that you may not get otherwise to you.,DO,-,,-,-,
381,We took our tax person our taxes.,We took our taxes to our tax person.,PD,-,,-,-,
382,Juan showed me a paper that he had just handed in.,Juan showed a paper that he had just handed in to me.,DO,-,,-,-,
383,Linda gave him an F.,Linda gave an F to him.,DO,-,,-,-,
384,Mary gave them an F.,Mary gave an F to them.,DO,-,,-,-,
385,Juan taught them these basic skills.,Juan taught these basic skills to them.,DO,-,,-,-,
386,Juan fed a dog chocolate.,Juan fed chocolate to a dog.,PD,-,,-,-,
387,Linda fed my dog chocolate.,Linda fed chocolate to my dog.,DO,-,,-,-,
389,Juan gave me one.,Juan gave one to me.,PD,-,,-,-,
390,Juan charged you fifteen or twenty dollars.,Juan charged fifteen or twenty dollars to you.,DO,-,,-,-,
391,Alice gave you one.,Alice gave one to you.,DO,-,,-,-,
392,Maria paid that real close attention.,Maria paid real close attention to that.,PD,-,,-,-,
393,Michael paid us too much.,Michael paid too much to us.,DO,-,,-,-,
394,Michael offered them a meal.,Michael offered a meal to them.,DO,-,,-,-,
395,Juan gave you more exercise.,Juan gave more exercise to you.,DO,-,,-,-,
396,Linda gave the employees time off during the day.,Linda gave time off during the day to the employees.,DO,-,,-,-,
397,Maria gave you a hint.,Maria gave a hint to you.,DO,-,,-,-,
398,Linda gave me it.,Linda gave it to me.,PD,back,,-,-,
399,They gave you one-shot money.,They gave one-shot money to you.,DO,-,,-,-,
401,Maria sold businesses telephone systems.,Maria sold telephone systems to businesses.,PD,-,,-,-,
402,Maria gave us ten minutes.,Maria gave ten minutes to us.,DO,-,,-,-,
403,Maria gave her the checkbook.,Maria gave the checkbook to her.,DO,-,,-,-,
404,They sent their customers this.,They sent this to their customers.,PD,-,,-,-,
405,We gave kids who we thought were worthy two five hundred dollar scholarships.,We gave two five hundred dollar scholarships to kids who we thought were worthy.,PD,-,,-,-,
406,Juan paid him a lot of money.,Juan paid a lot of money to him.,DO,-,,-,-,
408,Bob gave you an arm band.,Bob gave an arm band to you.,DO,-,,-,-,
409,Alice wrote congressmen letters.,Alice wrote letters to congressmen.,PD,-,,-,-,
410,Maria showed you things.,Maria showed things to you.,DO,-,,-,-,
411,They gave government employees the average number of holidays as private industry.,They gave the average number of holidays as private industry to government employees.,DO,-,,-,-,
412,Alice gave the guys the power and the material.,Alice gave the power and the material to the guys.,DO,-,,+,-,
413,Michael sent them all that.,Michael sent all that to them.,DO,-,,-,-,
414,Mary gave us demos.,Mary gave demos to us.,DO,-,,-,-,
415,John sent him the disk.,John sent the disk to him.,DO,-,,-,-,
416,Michael gave it a bit of a different consistency.,Michael gave a bit of a different consistency to it.,DO,-,,-,-,
417,It cost you probably two dollars.,It cost probably two dollars to you.,DO,-,,-,-,
418,They gave us a state income tax.,They gave a state income tax to us.,DO,-,,-,-,
419,Michael sent all those servicemen letters.,Michael sent letters to all those servicemen.,PD,-,,-,-,
420,Maria gave us money.,Maria gave money to us.,DO,-,,-,-,
421,Michael paid the smaller ones our money.,Michael paid our money to the smaller ones.,PD,-,,-,-,
422,It cost you a hundred fifty dollars.,It cost a hundred fifty dollars to you.,DO,-,,-,-,
423,Alice gave him a license.,Alice gave a license to him.,DO,-,,-,-,
424,John gave everybody a number.,John gave a number to everybody.,DO,-,,-,-,
425,Alice sold me your pistol.,Alice sold your pistol to me.,PD,-,,-,-,
426,Michael would not give the supporting actresses either one.,Michael would not give either one to the supporting actresses.,DO,-,,-,-,
427,John paid network TV attention.,John paid attention to network TV.,PD,-,,-,-,
428,John sent us a little booklet.,John sent a little booklet to us.,DO,-,,-,-,
429,Michael gave the kids it.,Michael gave it to the kids.,PD,-,,-,-,
430,Michael sold them it.,Michael sold it to them.,PD,-,,-,-,
431,It cost you practically nothing.,It cost practically nothing to you.,DO,-,,-,-,
432,Maria sent TI temporaries.,Maria sent temporaries to TI.,PD,-,,-,-,
433,It gave me a lot of walking.,It gave a lot of walking to me.,DO,-,,-,-,
434,It gave you some perspective.,It gave some perspective to you.,DO,-,,-,-,
435,John gave me it.,John gave it to me.,PD,-,,-,-,
436,Michael gave me it.,Michael gave it to me.,PD,-,,-,-,
437,Mary gave you supposedly a better deal on your new car you're buying.,Mary gave supposedly a better deal on your new car you're buying to you.,DO,-,,-,-,
438,Maria gave you that much less.,Maria gave that much less to you.,DO,-,,-,-,
439,Juan offered them the same price as what I knew I was going to be able to get for it in Arlington.,Juan offered the same price as what I knew I was going to be able to get for it in Arlington to them.,DO,-,,-,-,
440,They gave it tuneups.,They gave tuneups to it.,DO,-,,-,-,
441,Linda gave you booklets good for clothing and gas and things like this.,Linda gave booklets good for clothing and gas and things like this to you.,DO,-,,-,-,
442,Maria gave them money to go down and play video games all night.,Maria gave money to go down and play video games all night to them.,DO,-,,-,-,
443,It gave them more ambition.,It gave more ambition to them.,DO,-,,-,-,
444,Maria taught them pride in their country.,Maria taught pride in their country to them.,DO,-,,-,-,
445,Bob taught them something good.,Bob taught something good to them.,DO,-,,-,-,
446,Bob gave me the money.,Bob gave the money to me.,DO,-,,-,-,
447,Mary wrote me a check for twelve dollars.,Mary wrote a check for twelve dollars to me.,DO,-,,-,-,
448,They took the doctor children.,They took children to the doctor.,PD,-,spatial_--_maybe,-,-,
449,It cost us money.,It cost money to us.,DO,-,,-,-,
450,Juan gave them the pictures.,Juan gave the pictures to them.,DO,back,,-,-,
451,Alice gave him more power.,Alice gave more power to him.,DO,-,,-,-,
452,Juan gave him more power.,Juan gave more power to him.,DO,-,,-,-,
455,Maria loaned everybody and anybody money.,Maria loaned money to everybody and anybody.,PD,-,,-,+,
456,John loaned people ungodly amounts of money.,John loaned ungodly amounts of money to people.,DO,-,,-,-,
457,Alice gave them some aid.,Alice gave some aid to them.,DO,-,,-,-,
458,Linda gave them supplies.,Linda gave supplies to them.,DO,-,,-,-,
459,They gave anybody a chance to beat them.,They gave a chance to beat them to anybody.,DO,-,,-,-,
460,Alice did not give you any indication.,Alice did not give any indication to you.,DO,-,,-,-,
461,It cost you fifty or a hundred dollars.,It cost fifty or a hundred dollars to you.,DO,-,,-,-,
463,They gave me a break.,They gave a break to me.,DO,-,,-,-,
464,John taught him good values.,John taught good values to him.,DO,-,,-,-,
465,Michael taught them good values.,Michael taught good values to them.,DO,-,,-,-,
466,Maria taught them good values like drugs are bad.,Maria taught good values like drugs are bad to them.,DO,-,,-,-,
467,John paid basketball people millions of dollars.,John paid millions of dollars to basketball people.,DO,-,,-,-,
468,We taught him what we can.,We taught what we can to him.,DO,-,,-,-,
469,John gave us a signal.,John gave a signal to us.,DO,-,,-,-,
470,Juan gave him a new computer.,Juan gave a new computer to him.,DO,-,,-,-,
471,Bob gave me a paycheck.,Bob gave a paycheck to me.,DO,-,,-,-,
472,Linda sent me everything.,Linda sent everything to me.,DO,-,,-,-,
473,You made yourself a promise that you woud read one novel in the next six months just for you.,You made a promise that you would read one novel in the next six months just for you to yourself.,DO,-,,-,-,
474,Michael gave them a bath.,Michael gave a bath to them.,DO,-,,-,-,
475,We sold Iraq arms.,We sold arms to Iraq.,PD,-,,-,-,
476,We gave Nicaragua and other places in Latin America arms.,We gave arms to Nicaragua and to other places in Latin America.,PD,-,,-,+,
477,We gave people arms.,We gave arms to people.,PD,-,,-,-,
478,We sold them arms and things.,We sold arms and things to them.,DO,-,,-,-,
479,John sent me a COLORADO COOK BOOK put out by the Junior League of Denver.,John sent a COLORADO COOK BOOK put out by the Junior League of Denver to me.,DO,-,,-,-,
480,That gave it a little more body.,That gave a little more body to it.,DO,-,,-,-,
481,Mary gave it a little tang.,Mary gave a little tang to it.,DO,-,,-,-,
482,Juan gave us something.,Juan gave something to us.,DO,-,,-,-,
483,Mary would serve anybody that.,Mary would serve that to anybody.,PD,-,,-,-,
484,Alice sent me it.,Alice sent it to me.,PD,-,,-,-,
485,John sent you roses that only have numbers.,John sent roses that only have numbers to you.,DO,-,,-,-,
486,John gave me some.,John gave some to me.,DO,-,,-,-,
487,Alice sent me some.,Alice sent some to me.,DO,-,,-,-,
488,Linda sent me the test panel thing.,Linda sent the test panel thing to me.,DO,-,,-,-,
489,Bob sent you them.,Bob sent them to you.,PD,-,,-,-,
490,John gave a woman a chance.,John gave a chance to a woman.,DO,-,,-,-,
491,Michael gave her a little more option.,Michael gave a little more option to her.,DO,-,optionS?,-,-,
492,It gave the man and the wife the chance to both be working and maybe save up some money.,It gave the chance to both be working and maybe save up some money to the man and the wife.,DO,-,,-,+,
