Dialogue_ID,Speaker_id,method_of_speaker_annotation,Verb,Semantic_Class,Particle,Givenness_of_theme,Givenness_of_Recipient,Theme,Number_of_Theme,Person_of_Theme,Simplified_Person_of_Theme,Expression_Type_of_Theme,Person/Pronominality_of_Theme,"Person/Pronominality_of_Theme,_non-specific_you=local",Length_of_Theme_in_Graphemic_Words_(normalized),Length_of_Theme_in_Graphemic_Words,Animacy_of_Theme,Simplified_Animacy_of_Theme,simplest_animacy_of _theme,Definiteness_of_Theme,Coordination_of_Theme,Recipient,Number_of_Recipluralient,Person_of_Recipient,Simplified_Person_of_Recipient,Expression_Type_of_Recipient,Person/Pronominality_of_Recipient,"Person/Pronominality,_ns_you=local_for_Recipient",Length_of_Recipient_in_Graphemic_Words_(normalized),Length_of_Recipient_in_Graphemic_Words,Animacy_of_Recipient,Simplified_Animacy_of_Recipient,Simples_animacy_of_recipient,Definiteness_of_Recipient,Coordination_of_Recipient,Remarks,Realized_Construction
2149,1028,auto,give,abstract,-,unused,sitev,a real good feeling,singular,third,non-local,common,non-pronominal,non-pronominal,3+,4,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - specific,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2150,1075,hand,give,transfer,-,evoked,evoked,it,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,non-concrete,non-concrete,inan,definite,-,them,plural,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,human,human,human,definite,-,,NP_PP.
2150,1175,hand,give,transfer,-,evoked,evoked,it,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,non-concrete,non-concrete,inan,definite,-,them,plural,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,human,human,human,definite,-,,NP_PP.
2150,1175,hand,give,abstract,-,gen,evoked,the death penalty,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,definite,-,them,plural,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2151,1010,auto,give,abstract,-,coin,evoked,a little bit of our help,singular,third,non-local,partitive,non-pronominal,non-pronominal,3+,6,non-concrete,non-concrete,inan,indefinite,-,our own folks at home,plural,third,non-local,common,non-pronominal,non-pronominal,3+,5,human,human,human,definite,-,,NP_PP.
2151,1010,auto,give,abstract,-,gen,evoked,much broader outlook,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,indefinite,-,them,plural,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,determiner/number mismatch,NP NP.
2151,1010,hand,afford,abstract,-,gen,unused,some time,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,time,non-concrete,inan,indefinite,-,the military or helping elderly people,singular,third,non-local,common,non-pronominal,non-pronominal,3+,6,organization,non-human_animate,non-human_animate,definite,+,,NP_PP.
2154,1085,auto,give,abstract,-,gen,gen,a chance,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,anything,singular,third,non-local,impersonal pronoun,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,indefinite,-,,NP NP.
2154,1002,auto,give,abstract,-,gen,sitev,a quick chance to be caught up during the day,singular,third,non-local,common,non-pronominal,non-pronominal,3+,10,non-concrete,non-concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2154,1002,auto,give,abstract,-,evoked,sitev,a wide variety of things you can call and talk and find out about,?,third,non-local,common,non-pronominal,non-pronominal,3+,14,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2154,1002,auto,give,communication,-,evoked,sitev,current news updates current weather updates things like that,plural,third,non-local,common,non-pronominal,non-pronominal,3+,9,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2154,1002,auto,show,communication,-,frame,sitev,the words and the facts,plural,third,non-local,common,non-pronominal,non-pronominal,3+,5,non-concrete,non-concrete,inan,definite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2154,1002,auto,give,communication,-,evoked,sitev,updated information,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2155,1120,auto,give,transfer,-,evoked,evoked,the wrong medicine,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,concrete,concrete,inan,definite,-,them,plural,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2157,1018,auto,give,transfer,-,evoked,gen,them,plural,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,concrete,concrete,inan,definite,-,somebody else,singular,third,non-local,impersonal_pronoun,non-pronominal,non-pronominal,2,2,human,human,human,indefinite,-,,NP_PP.
2158,1167,auto,give,transfer,-,coin,sitev,a clean one,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,concrete,concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2158,1127,auto,give,transfer,-,bn,sitev,a pair of running shorts,singular,third,non-local,common,non-pronominal,non-pronominal,3+,5,concrete,concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2158,1167,auto,give,transfer,-,coin,sitev,different year,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,concrete,concrete,inan,?,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,determiner/number mismatch,NP NP.
2158,1167,hand,give,transfer,-,bn,sitev,shirts which you use,plural,third,non-local,common,non-pronominal,non-pronominal,1+,4,concrete,concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2158,1167,auto,cost,prevention of possession,-,bn,sitev,the same amount,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,definite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2158,1167,auto,cost,prevention of possession,-,gen,sitev,twenty-five dollars,plural,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2161,1002,auto,give,transfer,-,evoked,gen,that,singular,third,non-local,demonstrative_pronoun,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,definite,-,charity,singular,third,non-local,common,non-pronominal,non-pronominal,1,1,organization,non-human_animate,non-human_animate,indefinite,-,,NP_PP.
2164,1042,auto,cost,prevention of possession,-,gen,unused,a lot of money,singular,third,non-local,partitive,non-pronominal,non-pronominal,3+,4,non-concrete,non-concrete,inan,indefinite,-,the taxpayers,plural,third,non-local,common,non-pronominal,non-pronominal,2,2,human,human,human,definite,-,,NP NP.
2164,1023,auto,give,abstract,-,gen,evoked,lethal injection,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,them,plural,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2164,1042,hand,give,abstract,-,gen,sitev,the chance to get into the person's mind to find out what led them to the point that they were at when they committed a crime to try to understand how their mind worked to prevent another person from getting into the same situation,singular,third,non-local,common,non-pronominal,non-pronominal,2+,46,non-concrete,non-concrete,inan,definite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2165,1128,auto,give,abstract,-,frame,evoked,a good flavor,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,indefinite,-,it,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,concrete,concrete,inan,definite,-,,NP NP.
2165,1035,auto,give,transfer,-,frame,evoked,different food,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,concrete,concrete,inan,indefinite,-,them,plural,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2165,1128,hand,bring,abstract,-,gen,sitev,good luck or good finances,singular,third,non-local,common,non-pronominal,non-pronominal,3+,5,non-concrete,non-concrete,inan,indefinite,+,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2165,1128,auto,give,abstract,-,frame,evoked,kind of a hickory flavor,singular,third,non-local,common,non-pronominal,non-pronominal,3+,5,non-concrete,non-concrete,inan,indefinite,-,it,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,concrete,concrete,inan,definite,-,,NP NP.
2166,1011,hand,give,abstract,-,gen,evoked,a second try,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,indefinite,-,the food,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,concrete,concrete,inan,definite,-,,NP NP.
2166,1141,auto,give,abstract,-,gen,evoked,a second try,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,indefinite,-,the people,plural,third,non-local,common,non-pronominal,non-pronominal,2,2,human,human,human,definite,-,,NP NP.
2166,1011,auto,give,abstract,-,gen,evoked,a try,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,indefinite,-,it,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,non-concrete,non-concrete,inan,definite,-,,NP NP.
2166,1011,auto,charge,prevention of possession,-,bn,sitev,an extra dollar,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,indefinite,-,you,singular,second - non-specific,non-local,personal pronoun,non-local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2166,1141,auto,bring,transfer,out,evoked,sitev,it,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,concrete,concrete,inan,definite,-,you,singular,second_-_non-specific,non-local,personal_pronoun,non-local_personal_pronoun,local_personal_pronoun,1,1,human,human,human,definite,-,,NP_PP.
2167,1033,b,give,transfer,-,evoked,evoked,a million dollars,plural,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,indefinite,-,him,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2167,1033,hand,give,transfer,-,bn,evoked,a million dollars,plural,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,indefinite,-,him,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2167,1033,auto,give,abstract,-,frame,evoked,an incentive to stay around,singular,third,non-local,common,non-pronominal,non-pronominal,2+,5,non-concrete,non-concrete,inan,indefinite,-,him,singular,third,non-local,personal pronoun,non-local personal pronoun,non-local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2167,1033,auto,give,transfer,-,evoked,evoked,them,plural,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,concrete,concrete,inan,definite,-,him,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,human,human,human,definite,-,,NP_PP.
2167,1033,auto,give,transfer,-,evoked,evoked,them,plural,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,concrete,concrete,inan,definite,-,the boys,plural,third,non-local,common,non-pronominal,non-pronominal,2,2,human,human,human,definite,-,,NP_PP.
2167,1033,auto,give,transfer,-,evoked,evoked,them,plural,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,concrete,concrete,inan,definite,-,them,plural,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,human,human,human,definite,-,,NP_PP.
2167,1033,auto,sell,transfer,-,evoked,evoked,them,plural,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,concrete,concrete,inan,definite,-,these boys,plural,third,non-local,common,non-pronominal,non-pronominal,2,2,human,human,human,definite,-,,NP_PP.
2169,1083,hand,give,abstract,-,gen,evoked,husbands and fathers to help look out for us,plural,third,non-local,common,non-pronominal,non-pronominal,3+,9,human,human,human,indefinite,-,us,plural,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2169,1124,hand,give,abstract,-,gen,unused,money,singular,third,non-local,common,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,indefinite,-,the World Wildlife Foundation,singular,third,non-local,proper,non-pronominal,non-pronominal,3+,4,organization,non-human_animate,non-human_animate,definite,-,,NP_PP.
2169,1083,hand,show,communication,-,evoked,sitev,that,singular,third,non-local,demonstrative pronoun,non-pronominal,non-pronominal,1,1,non-concrete,non-concrete,inan,definite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2171,1055,auto,give,transfer,-,bn,sitev,a plant,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,concrete,concrete,inan,indefinite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2171,1055,auto,give,transfer,-,evoked,sitev,it,singular,third,non-local,personal_pronoun,non-local_personal_pronoun,non-local_personal_pronoun,1,1,concrete,concrete,inan,definite,-,me,singular,first_-_exclusive,local,personal_pronoun,local_personal_pronoun,local_personal_pronoun,1,1,human,human,human,definite,-,,NP_PP.
2171,1055,auto,teach,communication,-,gen,gen,some civil consciousness,singular,third,non-local,common,non-pronominal,non-pronominal,3,3,non-concrete,non-concrete,inan,indefinite,-,young people,plural,third,non-local,common,non-pronominal,non-pronominal,2,2,human,human,human,indefinite,-,,NP NP.
2171,1024,hand,send,transfer,-,frame,sitev,the information,singular,third,non-local,common,non-pronominal,non-pronominal,2,2,non-concrete,non-concrete,inan,definite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
2171,1055,auto,mail,abstract,-,evoked,sitev,the information that I filled out,singular,third,non-local,common,non-pronominal,non-pronominal,2+,6,non-concrete,non-concrete,inan,definite,-,me,singular,first - exclusive,local,personal pronoun,local personal pronoun,local personal pronoun,1,1,human,human,human,definite,-,,NP NP.
